Date,Total Traffic Volume,Exchange Rate,Gross Domestic Product (GDP),Export growth rate,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership,Economic Growth Rate,Interest Rate Category,Export Price Category,Import Price Category
2011-07-15,6702395,1060.054839,349987.0,22.71558879,28.12810196,90.37522581,1934.8,1753.44,18318638.0,Moderate Growth,Moderate,High,High
2011-07-16,6768827,1060.451613,349987.0,22.85925848,28.21952812,90.39474194,1936.27,1754.31,18319215.0,Moderate Growth,Moderate,High,High
2011-07-17,5940767,1060.848387,349987.0,23.00292817,28.31095429,90.41425806,1937.18,1754.8,18319793.0,Moderate Growth,Moderate,High,High
2011-07-18,6658221,1061.245161,349987.0,23.14659785,28.40238045,90.43377419,1938.52,1755.88,18320370.0,Moderate Growth,Moderate,High,High
2011-07-19,6585458,1061.641935,349987.0,23.29026754,28.49380661,90.45329032,1940.56,1757.67,18320947.0,Moderate Growth,Moderate,High,High
2011-07-20,6658432,1062.03871,349987.0,23.43393722,28.58523278,90.47280645,1942.0,1758.91,18321524.0,Moderate Growth,Moderate,High,High
2011-07-21,6735601,1062.435484,349987.0,23.57760691,28.67665894,90.49232258,1943.28,1760.01,18322101.0,Moderate Growth,Moderate,High,High
2011-07-22,7327845,1062.832258,349987.0,23.7212766,28.76808511,90.51183871,1944.41,1760.93,18322678.0,Moderate Growth,Moderate,High,High
2011-07-23,7274948,1063.229032,349987.0,23.86494628,28.85951127,90.53135484,1945.33,1761.61,18323255.0,Moderate Growth,Moderate,Medium,High
2011-07-24,5985462,1063.625806,349987.0,24.00861597,28.95093743,90.55087097,1945.8,1761.93,18323832.0,Moderate Growth,Moderate,Medium,High
2011-07-25,6781868,1064.022581,349987.0,24.15228565,29.0423636,90.5703871,1946.74,1762.85,18324410.0,Moderate Growth,Moderate,Medium,High
2011-07-26,6687254,1064.419355,349987.0,24.29595534,29.13378976,90.58990323,1947.38,1763.63,18324987.0,Moderate Growth,Moderate,Medium,High
2011-07-27,5839901,1064.816129,349987.0,24.43962503,29.22521593,90.60941935,1948.06,1764.43,18325564.0,Moderate Growth,Moderate,Medium,High
2011-07-28,6187014,1065.212903,349987.0,24.58329471,29.31664209,90.62893548,1948.79,1765.25,18326141.0,Moderate Growth,Moderate,Medium,High
2011-07-29,7484275,1065.609677,349987.0,24.7269644,29.40806825,90.64845161,1949.58,1766.06,18326718.0,Moderate Growth,Moderate,Medium,High
2011-07-30,7899560,1066.006452,349987.0,24.87063408,29.49949442,90.66796774,1950.25,1766.62,18327295.0,Moderate Growth,Moderate,Medium,High
2011-07-31,6821318,1066.403226,349987.0,25.01430377,29.59092058,90.68748387,1950.68,1766.94,18327872.0,Moderate Growth,Moderate,Medium,High
2011-08-01,7310433,1066.8,349987.0,25.15797346,29.68234675,90.707,1951.48,1767.73,18328450.0,Moderate Growth,Moderate,Medium,High
2011-08-02,7197896,1070.390323,349987.0,25.30164314,29.77377291,90.70419355,1952.44,1768.25,18329882.0,Moderate Growth,Moderate,Medium,High
2011-08-03,7119322,1073.980645,349987.0,25.44531283,29.86519907,90.7013871,1953.18,1768.74,18331314.0,Moderate Growth,Moderate,Medium,High
2011-08-04,7047469,1077.570968,349987.0,25.34832526,29.78877186,90.69858065,1953.76,1769.09,18332746.0,Moderate Growth,Moderate,Medium,High
2011-08-05,7647065,1081.16129,349987.0,25.10343375,29.60918475,90.69577419,1954.02,1769.26,18334178.0,Moderate Growth,Moderate,Medium,High
2011-08-06,7370981,1084.751613,349987.0,24.85854224,29.42959764,90.69296774,1954.12,1769.28,18335610.0,Moderate Growth,Moderate,Medium,High
2011-08-07,5873866,1088.341935,349987.0,24.61365073,29.25001053,90.69016129,1954.23,1769.2,18337042.0,Moderate Growth,Moderate,Medium,High
2011-08-08,6201856,1091.932258,349987.0,24.36875922,29.07042343,90.68735484,1954.13,1769.17,18338474.0,Moderate Growth,Moderate,Medium,High
2011-08-09,6586903,1095.522581,349987.0,24.12386771,28.89083632,90.68454839,1952.93,1767.99,18339907.0,Moderate Growth,Moderate,Medium,High
2011-08-10,6754241,1099.112903,349987.0,23.8789762,28.71124921,90.68174194,1951.6,1766.12,18341339.0,Moderate Growth,Moderate,Medium,High
2011-08-11,6981026,1102.703226,349987.0,23.63408469,28.5316621,90.67893548,1950.64,1764.88,18342771.0,Moderate Growth,Moderate,Medium,High
2011-08-12,7406425,1106.293548,349987.0,23.38919317,28.35207499,90.67612903,1949.51,1763.53,18344203.0,Moderate Growth,Moderate,Medium,High
2011-08-13,7692113,1109.883871,349987.0,23.14430166,28.17248789,90.67332258,1949.02,1762.75,18345635.0,Moderate Growth,Moderate,Medium,High
2011-08-14,7188380,1113.474194,349987.0,22.89941015,27.99290078,90.67051613,1948.83,1762.37,18347067.0,Moderate Growth,Moderate,Medium,High
2011-08-15,7096519,1117.064516,349987.0,22.65451864,27.81331367,90.66770968,1948.63,1762.08,18348499.0,Moderate Growth,Moderate,Medium,High
2011-08-16,6812204,1120.654839,349987.0,22.40962713,27.63372656,90.66490323,1947.61,1760.69,18349931.0,Moderate Growth,Moderate,Medium,High
2011-08-17,6447155,1124.245161,349987.0,22.16473562,27.45413946,90.66209677,1946.15,1758.85,18351364.0,Moderate Growth,Moderate,Medium,High
2011-08-18,6786359,1127.835484,349987.0,21.91984411,27.27455235,90.65929032,1944.66,1756.96,18352796.0,Moderate Growth,Moderate,Medium,High
2011-08-19,7202175,1131.425806,349987.0,21.6749526,27.09496524,90.65648387,1943.23,1755.26,18354228.0,Moderate Growth,Moderate,Medium,High
2011-08-20,7125512,1135.016129,349987.0,21.43006109,26.91537813,90.65367742,1942.03,1753.81,18355660.0,Moderate Growth,Moderate,Medium,High
2011-08-21,6310515,1138.606452,349987.0,21.18516958,26.73579103,90.65087097,1941.39,1752.83,18357092.0,Moderate Growth,Moderate,Medium,High
2011-08-22,6706867,1142.196774,349987.0,20.94027807,26.55620392,90.64806452,1940.0,1751.24,18358524.0,Moderate Growth,Moderate,Medium,High
2011-08-23,6617991,1145.787097,349987.0,20.69538656,26.37661681,90.64525806,1938.99,1749.66,18359956.0,Moderate Growth,Moderate,Medium,High
2011-08-24,6627695,1149.377419,349987.0,20.45049505,26.1970297,90.64245161,1937.69,1748.11,18361388.0,Moderate Growth,Moderate,Medium,High
2011-08-25,6780203,1152.967742,349987.0,20.20560354,26.0174426,90.63964516,1936.5,1746.61,18362821.0,Moderate Growth,Moderate,Medium,High
2011-08-26,7437848,1156.558065,349987.0,19.96071203,25.83785549,90.63683871,1935.49,1745.25,18364253.0,Moderate Growth,Moderate,Medium,High
2011-08-27,7974445,1160.148387,349987.0,19.71582052,25.65826838,90.63403226,1934.78,1744.27,18365685.0,Moderate Growth,Moderate,Medium,High
2011-08-28,7423795,1163.73871,349987.0,19.47092901,25.47868127,90.63122581,1934.6,1743.83,18367117.0,Moderate Growth,Moderate,Medium,High
2011-08-29,6909541,1167.329032,349987.0,19.2260375,25.29909416,90.62841935,1933.96,1743.18,18368549.0,Moderate Growth,Moderate,Medium,High
2011-08-30,6730241,1170.919355,349987.0,18.98114599,25.11950706,90.6256129,1934.09,1742.54,18369981.0,Moderate Growth,Moderate,Medium,High
2011-08-31,6667847,1174.509677,349987.0,18.73625448,24.93991995,90.62280645,1934.04,1742.35,18371413.0,Moderate Growth,Moderate,Medium,High
2011-09-01,6687644,1178.1,349987.0,18.49136297,24.76033284,90.62,1933.36,1741.03,18372846.0,Moderate Growth,Moderate,Medium,High
2011-09-02,7213730,1175.83,349987.0,18.24647146,24.58074573,90.61859016,1933.32,1740.53,18373908.0,Moderate Growth,Moderate,Medium,High
2011-09-03,7490889,1173.56,349987.0,18.00157995,24.40115863,90.61718033,1933.22,1740.15,18374970.0,Moderate Growth,Moderate,Medium,High
2011-09-04,6490423,1171.29,349987.0,17.66260796,24.52003371,90.61577049,1933.21,1739.86,18376032.0,Moderate Growth,Moderate,Medium,High
2011-09-05,6754058,1169.02,349987.0,17.32302507,24.64084685,90.61436066,1933.23,1739.85,18377095.0,Moderate Growth,Moderate,Medium,High
2011-09-06,6825926,1166.75,349987.0,16.98344217,24.76166,90.61295082,1935.78,1741.21,18378157.0,Moderate Growth,Moderate,Medium,High
2011-09-07,6905866,1164.48,349987.0,16.64385928,24.88247314,90.61154098,1937.02,1741.68,18379219.0,Moderate Growth,Moderate,Medium,High
2011-09-08,7018232,1162.21,349987.0,16.30427639,25.00328629,90.61013115,1937.95,1742.21,18380282.0,Moderate Growth,Moderate,Medium,High
2011-09-09,7249735,1159.94,349987.0,15.96469349,25.12409943,90.60872131,1939.12,1742.86,18381344.0,Moderate Growth,Moderate,Medium,High
2011-09-10,6364655,1157.67,349987.0,15.6251106,25.24491258,90.60731148,1940.59,1743.67,18382406.0,Moderate Growth,Moderate,Medium,High
2011-09-11,5587397,1155.4,349987.0,15.2855277,25.36572572,90.60590164,1941.35,1743.96,18383468.0,Moderate Growth,Moderate,Medium,High
2011-09-12,8974328,1153.13,349987.0,14.94594481,25.48653887,90.6044918,1941.89,1744.25,18384531.0,Moderate Growth,Moderate,Medium,High
2011-09-13,7114514,1150.86,349987.0,14.60636191,25.60735201,90.60308197,1942.47,1744.47,18385593.0,Moderate Growth,Moderate,Medium,High
2011-09-14,6370595,1148.59,349987.0,14.26677902,25.72816516,90.60167213,1943.22,1744.87,18386655.0,Moderate Growth,Moderate,Medium,High
2011-09-15,6432651,1146.32,349987.0,13.92719612,25.8489783,90.6002623,1943.46,1745.05,18387718.0,Moderate Growth,Moderate,Medium,High
2011-09-16,6834979,1144.05,349987.0,13.58761323,25.96979145,90.59885246,1943.94,1745.37,18388780.0,Moderate Growth,Moderate,Medium,High
2011-09-17,6765171,1141.78,349987.0,13.24803033,26.09060459,90.59744262,1944.66,1745.57,18389842.0,Moderate Growth,Moderate,Medium,High
2011-09-18,5512605,1139.51,349987.0,12.90844744,26.21141774,90.59603279,1945.1,1745.63,18390905.0,Moderate Growth,Moderate,Medium,High
2011-09-19,6451030,1137.24,349987.0,12.56886455,26.33223088,90.59462295,1945.66,1746.1,18391967.0,Moderate Growth,Moderate,Medium,High
2011-09-20,6552675,1134.97,349987.0,12.22928165,26.45304403,90.59321311,1946.81,1746.92,18393029.0,Moderate Growth,Moderate,Medium,High
2011-09-21,6576448,1132.7,349987.0,11.88969876,26.57385717,90.59180328,1947.98,1747.82,18394091.0,Moderate Growth,Moderate,Medium,High
2011-09-22,6648066,1130.43,349987.0,11.55011586,26.69467032,90.59039344,1948.77,1748.35,18395154.0,Moderate Growth,Moderate,Medium,Medium
2011-09-23,7248715,1128.16,349987.0,11.21053297,26.81548346,90.58898361,1949.96,1749.22,18396216.0,Moderate Growth,Moderate,Medium,Medium
2011-09-24,7672516,1125.89,349987.0,10.87095007,26.93629661,90.58757377,1951.3,1750.08,18397278.0,Moderate Growth,Moderate,Medium,Medium
2011-09-25,6348780,1123.62,349987.0,10.53136718,27.05710975,90.58616393,1952.07,1750.53,18398341.0,Moderate Growth,Moderate,Medium,Medium
2011-09-26,6649000,1121.35,349987.0,10.19178428,27.1779229,90.5847541,1953.36,1751.76,18399403.0,Moderate Growth,Moderate,Medium,Medium
2011-09-27,6651197,1119.08,349987.0,9.85220139,27.29873604,90.58334426,1956.5,1754.36,18400465.0,Moderate Growth,Moderate,Medium,Medium
2011-09-28,6683633,1116.81,349987.0,9.512618496,27.41954919,90.58193443,1958.59,1756.2,18401527.0,Moderate Growth,Moderate,Medium,Medium
2011-09-29,6279008,1114.54,349987.0,9.173035601,27.54036233,90.58052459,1960.21,1757.61,18402590.0,Moderate Growth,Moderate,Medium,Medium
2011-09-30,7159850,1112.27,349987.0,8.833452707,27.66117548,90.57911475,1961.38,1758.67,18403652.0,Moderate Growth,Moderate,Medium,Medium
2011-10-01,7952950,1110.0,367175.4,8.493869813,27.78198862,90.57770492,1963.15,1759.88,18404714.0,Moderate Growth,Moderate,Medium,Medium
2011-10-02,7479864,1111.064516,367175.4,8.154286918,27.90280177,90.57629508,1963.82,1760.43,18405777.0,Moderate Growth,Moderate,Medium,Medium
2011-10-03,6942036,1112.129032,367175.4,7.814704024,28.02361491,90.57488525,1964.46,1761.02,18406839.0,Moderate Growth,Moderate,Medium,Medium
2011-10-04,6623815,1113.193548,367175.4,7.646829577,27.9703181,90.57347541,1965.1,1761.93,18407901.0,Moderate Growth,Moderate,Medium,Medium
2011-10-05,6680578,1114.258065,367175.4,7.774173162,27.61767432,90.57206557,1965.77,1762.55,18408964.0,Moderate Growth,Moderate,Medium,Medium
2011-10-06,6754906,1115.322581,367175.4,7.901516747,27.26503055,90.57065574,1966.44,1763.22,18410026.0,Moderate Growth,Moderate,Medium,Medium
2011-10-07,7362636,1116.387097,367175.4,8.028860333,26.91238677,90.5692459,1967.3,1764.12,18411088.0,Moderate Growth,Moderate,Medium,Medium
2011-10-08,7745430,1117.451613,367175.4,8.156203918,26.559743,90.56783607,1967.95,1764.63,18412150.0,Moderate Growth,Moderate,Medium,Medium
2011-10-09,6455186,1118.516129,367175.4,8.283547504,26.20709922,90.56642623,1968.33,1764.9,18413213.0,Moderate Growth,Moderate,Medium,Medium
2011-10-10,6690352,1119.580645,367175.4,8.410891089,25.85445545,90.56501639,1968.9,1765.5,18414275.0,Moderate Growth,Moderate,Medium,Medium
2011-10-11,6666662,1120.645161,367175.4,8.538234675,25.50181167,90.56360656,1969.88,1766.18,18415337.0,Moderate Growth,Moderate,Medium,Medium
2011-10-12,6657577,1121.709677,367175.4,8.66557826,25.1491679,90.56219672,1970.88,1767.09,18416400.0,Moderate Growth,Moderate,Medium,Medium
2011-10-13,6758152,1122.774194,367175.4,8.792921845,24.79652412,90.56078689,1971.94,1767.96,18417462.0,Moderate Growth,Moderate,Medium,Medium
2011-10-14,6849012,1123.83871,367175.4,8.920265431,24.44388035,90.55937705,1973.1,1768.93,18418524.0,Moderate Growth,Moderate,Medium,Medium
2011-10-15,7260726,1124.903226,367175.4,9.047609016,24.09123657,90.55796721,1974.46,1769.89,18419586.0,Moderate Growth,Moderate,Medium,Medium
2011-10-16,6359101,1125.967742,367175.4,9.174952602,23.7385928,90.55655738,1975.28,1770.48,18420649.0,Moderate Growth,Moderate,Medium,Medium
2011-10-17,6708206,1127.032258,367175.4,9.302296187,23.38594902,90.55514754,1976.88,1771.83,18421711.0,Moderate Growth,Moderate,Medium,Medium
2011-10-18,6656531,1128.096774,367175.4,9.429639772,23.03330525,90.5537377,1981.36,1774.43,18422773.0,Moderate Growth,Moderate,Medium,Medium
2011-10-19,6658859,1129.16129,367175.4,9.556983358,22.68066147,90.55232787,1984.45,1776.53,18423836.0,Moderate Growth,Moderate,Medium,Medium
2011-10-20,6754714,1130.225806,367175.4,9.684326943,22.3280177,90.55091803,1986.16,1777.87,18424898.0,Moderate Growth,Moderate,Medium,Medium
2011-10-21,7304955,1131.290323,367175.4,9.811670529,21.97537392,90.5495082,1987.99,1779.23,18425960.0,Moderate Growth,Moderate,Medium,Medium
2011-10-22,7515761,1132.354839,367175.4,9.939014114,21.62273015,90.54809836,1989.45,1780.32,18427023.0,Moderate Growth,Moderate,Medium,Medium
2011-10-23,6756306,1133.419355,367175.4,10.0663577,21.27008637,90.54668852,1990.15,1780.75,18428085.0,Moderate Growth,Moderate,Medium,Medium
2011-10-24,6565537,1134.483871,367175.4,10.19370129,20.9174426,90.54527869,1990.89,1781.48,18429147.0,Moderate Growth,Moderate,Medium,Medium
2011-10-25,6605371,1135.548387,367175.4,10.32104487,20.56479882,90.54386885,1991.34,1783.67,18430209.0,Moderate Growth,Moderate,Medium,Medium
2011-10-26,6638357,1136.612903,367175.4,10.44838846,20.21215505,90.54245902,1991.96,1784.43,18431272.0,Moderate Growth,Moderate,Medium,Medium
2011-10-27,6788256,1137.677419,367175.4,10.57573204,19.85951127,90.54104918,1992.44,1783.76,18432334.0,Moderate Growth,Moderate,Medium,Medium
2011-10-28,7277372,1138.741935,367175.4,10.70307563,19.5068675,90.53963934,1992.8,1784.19,18433396.0,Moderate Growth,Moderate,Medium,Medium
2011-10-29,7365244,1139.806452,367175.4,10.83041921,19.15422372,90.53822951,1993.05,1784.3,18434459.0,Moderate Growth,Moderate,Medium,Medium
2011-10-30,6848715,1140.870968,367175.4,10.9577628,18.80157995,90.53681967,1993.14,1784.25,18435521.0,Moderate Growth,Moderate,Medium,Medium
2011-10-31,6649796,1141.935484,367175.4,11.08510638,18.44893617,90.53540984,1993.17,1784.45,18436583.0,Moderate Growth,Moderate,Medium,Medium
2011-11-01,6578265,1143.0,367175.4,11.21244997,18.0962924,90.534,1992.55,1785.16,18437646.0,Moderate Growth,Moderate,Medium,Medium
2011-11-02,6533324,1143.266667,367175.4,11.33979355,17.74364862,90.5455,1992.01,1785.0,18437636.0,Moderate Growth,Moderate,Medium,Medium
2011-11-03,6702408,1143.533333,367175.4,11.46713714,17.39100485,90.557,1991.49,1784.91,18437627.0,Moderate Growth,Moderate,Medium,Medium
2011-11-04,7330353,1143.8,367175.4,11.42005477,17.68276806,90.5685,1990.98,1784.71,18437618.0,Moderate Growth,Moderate,Medium,Medium
2011-11-05,7387158,1144.066667,367175.4,11.31230251,18.19867285,90.58,1990.49,1784.45,18437609.0,Moderate Growth,Moderate,Medium,Medium
2011-11-06,6381040,1144.333333,367175.4,11.20455024,18.71457763,90.5915,1990.3,1784.26,18437600.0,Moderate Growth,Moderate,Medium,Medium
2011-11-07,6612019,1144.6,367175.4,11.09679798,19.23048241,90.603,1989.9,1784.09,18437591.0,Moderate Growth,Moderate,Medium,Medium
2011-11-08,6528432,1144.866667,367175.4,10.98904571,19.74638719,90.6145,1987.4,1782.81,18437582.0,Moderate Growth,Moderate,Medium,Medium
2011-11-09,6548265,1145.133333,367175.4,10.88129345,20.26229197,90.626,1985.92,1782.15,18437573.0,Moderate Growth,Moderate,Medium,Medium
2011-11-10,6675760,1145.4,367175.4,10.77354118,20.77819676,90.6375,1984.87,1781.74,18437564.0,Moderate Growth,Moderate,Medium,Medium
2011-11-11,7407089,1145.666667,367175.4,10.66578892,21.29410154,90.649,1984.11,1781.83,18437555.0,Moderate Growth,Moderate,Medium,Medium
2011-11-12,8085364,1145.933333,367175.4,10.55803665,21.81000632,90.6605,1983.69,1781.86,18437545.0,Moderate Growth,Moderate,Medium,Medium
2011-11-13,7136265,1146.2,367175.4,10.45028439,22.3259111,90.672,1983.53,1781.91,18437536.0,Moderate Growth,Moderate,Medium,High
2011-11-14,6697692,1146.466667,367175.4,10.34253213,22.84181588,90.6835,1983.3,1782.17,18437527.0,Moderate Growth,Moderate,Medium,High
2011-11-15,6552028,1146.733333,367175.4,10.23477986,23.35772067,90.695,1983.33,1784.88,18437518.0,Moderate Growth,Moderate,Medium,High
2011-11-16,6587344,1147.0,367175.4,10.1270276,23.87362545,90.7065,1983.01,1786.39,18437509.0,Moderate Growth,Moderate,Medium,High
2011-11-17,6700739,1147.266667,367175.4,10.01927533,24.38953023,90.718,1982.32,1787.87,18437500.0,Moderate Growth,Moderate,Medium,High
2011-11-18,6890257,1147.533333,367175.4,9.911523067,24.90543501,90.7295,1981.74,1788.72,18437491.0,Moderate Growth,Moderate,Medium,High
2011-11-19,7437794,1147.8,367175.4,9.803770803,25.42133979,90.741,1981.31,1789.44,18437482.0,Moderate Growth,Moderate,Medium,High
2011-11-20,6735936,1148.066667,367175.4,9.696018538,25.93724458,90.7525,1981.07,1789.77,18437473.0,Moderate Growth,Moderate,Medium,High
2011-11-21,6606342,1148.333333,367175.4,9.588266273,26.45314936,90.764,1980.69,1790.33,18437464.0,Moderate Growth,Moderate,Medium,High
2011-11-22,6505324,1148.6,367175.4,9.480514009,26.96905414,90.7755,1978.58,1792.21,18437454.0,Moderate Growth,Moderate,High,High
2011-11-23,6334105,1148.866667,367175.4,9.372761744,27.48495892,90.787,1976.54,1793.5,18437445.0,Moderate Growth,Moderate,High,High
2011-11-24,6561512,1149.133333,367175.4,9.26500948,28.0008637,90.7985,1974.57,1794.45,18437436.0,Moderate Growth,Moderate,High,High
2011-11-25,7343977,1149.4,367175.4,9.157257215,28.51676849,90.81,1972.22,1794.94,18437427.0,Moderate Growth,Moderate,High,High
2011-11-26,7759402,1149.666667,367175.4,9.04950495,29.03267327,90.8215,1970.21,1795.52,18437418.0,Moderate Growth,Moderate,High,High
2011-11-27,6560348,1149.933333,367175.4,8.941752686,29.54857805,90.833,1969.25,1795.65,18437409.0,Moderate Growth,Moderate,High,High
2011-11-28,6588271,1150.2,367175.4,8.834000421,30.06448283,90.8445,1967.92,1795.96,18437400.0,Moderate Growth,Moderate,High,High
2011-11-29,6437398,1150.466667,367175.4,8.726248157,30.58038761,90.856,1965.22,1795.22,18437391.0,Moderate Growth,Moderate,High,High
2011-11-30,5877679,1150.733333,367175.4,8.618495892,31.0962924,90.8675,1962.27,1794.52,18437382.0,Moderate Growth,Moderate,High,High
2011-12-01,6257111,1151.0,367175.4,8.510743628,31.61219718,90.879,1960.28,1795.08,18437373.0,Moderate Growth,Moderate,High,High
2011-12-02,6873923,1150.096774,367175.4,8.402991363,32.12810196,90.92609677,1957.59,1795.11,18439299.0,Moderate Growth,Moderate,High,High
2011-12-03,6919828,1149.193548,367175.4,8.295239098,32.64400674,90.97319355,1955.25,1794.99,18441225.0,Moderate Growth,Moderate,High,High
